"","SpeciesID","SciName","family","Fbname","m_index","movement_keyword","source","notes","alt_species"
"810","W-Msc-141919","Mercenaria mercenaria","Veneridae","northern quahog",1,"sedentary","SLB","",""
"811","W-Msc-397139","Meretrix lusoria","Veneridae","poker chip venus",1,"sedentary","SLB","",""
"812","W-Msc-422914","Ruditapes decussatus","Veneridae","grooved carpet shell",1,"sedentary","SLB","",""
"813","W-Msc-367756","Ruditapes philippinarum","Veneridae","Japanese carpet shell",1,"sedentary","SLB","",""
"814","SLB-70919","Tivela mactroides","Veneridae","trigonal tivela",1,"sedentary","SLB","",""
"815","W-Msc-382412","Zidona dufresnei","Volutidae","angulate volute",1,"sedentary","SLB","",""
"816","Fis-29576","Xiphias gladius","Xiphiidae","Swordfish",3,"hms","FB","",""
"817","Fis-22974","Zenopsis conchifer","Zeidae","Silvery John dory",2,"habitat_reef","FB","",""
"818","Fis-30758","Zeus faber","Zeidae","John dory",2,"habitat_reef","FB","",""
"819","Fis-23316","Zoarces viviparus","Zoarcidae","Eelpout",1,"sedentary","REF","Secondary ref: Langhamer, O., Dahlgren, T.G., Rosenqvist, G. 2018. Effect of an offshore wind farm on the viviparous eelpout: Biometrics, brood development and population studies in Lillgrund, Sweden. Ecological Indicators, 84:1-6.",""
"820","","Trachysalambria curvirostris","Penaeidae","southern rough shrimp",2,"habitat_benthic","SLB","",""
"821","","Mizuhopecten yessoensis","Pectinidae","large weathervane scallop",1,"sedentary","SLB","",""
"822","","Litopenaeus setiferus","Penaeidae","northern white shrimp",2,"habitat_benthic","SLB","",""
"823","","Doryteuthis opalescens","Loliginidae","opalescent inshore squid",3,"pelagic","SLB","",""
"824","","Doryteuthis gahi","Loliginidae","Patagonian squid",3,"migratory","SLB","",""
"825","","Larimichthys crocea","Sciaenidae","Large yellow croaker",2,"habitat_coastal","FB","",""
"826","","Liza haematocheila","Mugilidae","So-iuy mullet",2,"habitat_coastal","FB","","Planiliza haematocheila"
"827","","Tegillarca granosa","Arcidae","granular ark",1,"sedentary","SLB","",""
"828","","Fenneropenaeus chinensis","Penaeidae","fleshy prawn",3,"migratory","REF","Secondary ref: Wang, W., Zhuang, Z., Deng, J., Ye., Y. 2006. Stock enhancement and translocation of the shrimp Penaeus chinensis in China. Fisheries Research, 80(1):67-79.","Penaeus chinensis"
"829","","Fenneropenaeus merguiensis","Penaeidae","banana prawn",2,"habitat_benthic","FB","",""
"830","","Sebastes norvegicus","Sebastidae","Golden redfish",2,"habitat_benthic","FB","",""
"831","","Metacarcinus magister","Cancridae","Dungeness crab",2,"habitat_coastal","SLB","",""
"832","","Doryteuthis pealeii","Loliginidae","longfin inshore squid",3,"migratory","IUCN","",""
"833","","Mactromeris polynyma","Mactridae","Arctic surfclam",1,"sedentary","SLB","",""
"834","","Pleuronectes quadrituberculatus","Pleuronectidae","Alaska plaice",2,"habitat_benthic","REF","Secondary ref: Bailey, K.M., Brown, E.S., Duffy-Anderson, J.T. 2003. Aspects of distribution, transport and recruitment of Alaska plaice (Pleuronectes quadrituberculatus) in the Gulf of Alaska and eastern Bering Sea: comparison of marginal and central populations. Journal of Sea Research, 50(2-3):87-95.",""
"835","","Pseudopleuronectes herzensteini","Pleuronectidae","Yellow striped flounder",2,"habitat_benthic","FAO","",""
"836","","Apostichopus japonicus","Stichopodidae","japanese sea cucumber",2,"habitat_benthic","SLB","",""
"837","","Farfantepenaeus notialis","Penaeidae","southern pink shrimp",2,"habitat_benthic","SLB","",""
"838","","Farfantepenaeus aztecus","Penaeidae","northern brown shrimp",2,"habitat_benthic","SLB","",""
"839","","Tawera elliptica","Veneridae","Gay's little venus",1,"sedentary","SLB","",""
"840","","Scophthalmus maximus","Scophthalmidae","Turbot",2,"habitat_benthic","FB","",""
"841","","Marsupenaeus japonicus","Penaeidae","kuruma prawn",2,"habitat_benthic","SLB","",""
"842","","Kajikia audax","Istiophoridae","Striped marlin",3,"pelagic","FB","",""
"843","","Nemadactylus bergi","Cheilodactylidae","Castaneta",2,"habitat_benthic","REF","Secondary ref: Wohler, O.C., Sanchez, F. 1994. Feeding ecology of castaneta (Cheilodactylus bergi; Pisces: Cheilodactylidae) in the south-western Atlantic (34-47 degree S). Aust. J. Mar. Freshwater Res, 45:507-520.",""
"844","","Venerupis corrugata","Veneridae","corrugated venus",1,"sedentary","SLB","",""
"845","","Leucoraja naevus","Rajidae","Cuckoo ray",2,"habitat_benthic","IUCN","",""
"846","","Farfantepenaeus duorarum","Penaeidae","pink shrimp",3,"pelagic","REF","Secondary ref: Fry, B., Mumford, P.L., Robblee, M.B. 1999. Stable isotope studies of pink shrimp (Farfantepenaeus duorarum Burkenroad) migrations on the southwestern Florida shelf. Bulletin of Marine Science, 65(2):419-430.",""
"847","","Istiompax indica","Istiophoridae","Black marlin",3,"hms","FB","",""
"848","","Melicertus kerathurus","Penaeidae","caramote prawn",2,"habitat_benthic","SLB","",""
"849","","Farfantepenaeus californiensis","Penaeidae","yellowleg shrimp",2,"habitat_benthic","SLB","",""
"850","","Farfantepenaeus brevirostris","Penaeidae","crystal shrimp",2,"habitat_benthic","SLB","",""
"851","","Lithodes aequispinus","Lithodidae","golden king crab",2,"habitat_benthic","SLB","",""
"852","","Eleginus nawaga","Gadidae","Navaga",2,"habitat_coastal","FB","",""
"853","","Saxidomus gigantea","Veneridae","Washington butterclam",1,"sedentary","SLB","",""
"854","","Melicertus latisulcatus","Penaeidae","western king prawn",2,"habitat_benthic","SLB","",""
"855","","Parophrys vetulus","Pleuronectidae","English sole",3,"migratory","FB","",""
"856","","Amblyraja radiata","Rajidae","Starry ray",3,"migratory","FB","",""
"857","","Chelidonichthys cuculus","Triglidae","Red gurnard",2,"habitat_benthic","FB","",""
"858","","Moolgarda seheli","Mugilidae","Bluespot mullet",2,"habitat_coastal","FB","","Crenimugil seheli"
"859","","Kajikia albida","Istiophoridae","Atlantic white marlin",3,"hms","FB","",""
"860","","Litopenaeus occidentalis","Penaeidae","western white shrimp",2,"habitat_benthic","SLB","",""
"861","","Zenopsis nebulosa","Zeidae","Mirror dory",3,"deep","FB","",""
"862","","Netuma thalassinus","Ariidae","Giant catfish",2,"habitat_coastal","FB","",""
"863","","Litopenaeus vannamei","Penaeidae","whiteleg shrimp",2,"habitat_benthic","SLB","",""
"864","","Meuschenia scaber","Monacanthidae","Velvet leatherjacket",2,"habitat_coastal","FB","",""
"865","","Dipturus batis","Rajidae","Blue skate",2,"habitat_benthic","FB","",""
"866","","Alosa immaculata","Clupeidae","Pontic shad",3,"migratory","FB","",""
"867","","Conger orbignianus","Congridae","Argentine conger",2,"habitat_benthic","FB","",""
"868","","Acanthopagrus schlegelii","Sparidae","Blackhead seabream",2,"habitat_coastal","FB","",""
"869","","Pegusa lascaris","Soleidae","Sand sole",2,"habitat_benthic","IUCN","",""
"870","","Leucoraja circularis","Rajidae","Sandy ray",2,"habitat_benthic","FB","",""
"871","","Balistes capriscus","Balistidae","Grey triggerfish",2,"habitat_reef","FB","",""
"872","","Aristaeopsis edwardsiana","Aristeidae","scarlet shrimp",2,"habitat_benthic","SLB","",""
"873","","Hyporthodus flavolimbatus","Serranidae","Yellowedge grouper",2,"habitat_benthic","FB","",""
"874","","Dipturus oxyrinchus","Rajidae","Longnosed skate",2,"habitat_benthic","FB","",""
"875","","Sagmariasus verreauxi","Palinuridae","green rock lobster",2,"habitat_benthic","IUCN","",""
"876","","Lunarca ovalis","Arcidae","blood ark",1,"sedentary","SLB","",""
"877","","Leucoraja fullonica","Rajidae","Shagreen ray",2,"habitat_benthic","FB","",""
"878","","Hyporthodus niveatus","Serranidae","Snowy grouper",2,"habitat_reef","FB","",""
"879","","Pentaceros richardsoni","Pentacerotidae","Pelagic armourhead",2,"habitat_benthic","FB","",""
"880","","Trigloporus lastoviza","Triglidae","Streaked gurnard",2,"habitat_benthic","FB","","Chelidonichthys lastoviza"
"881","","Leukoma staminea","Veneridae","Pacific littleneck",1,"sedentary","SLB","",""
"882","","Herklotsichthys quadrimaculatus","Clupeidae","Bluestripe herring",2,"habitat_coastal","FB","",""
"883","","Lepidonotothen squamifrons","Nototheniidae","Grey rockcod",2,"habitat_benthic","REF","Secondary ref: Gregory, S., Brown, J., Belchier, M. 2014. Ecology and distribution of the grey notothen, Lepidonotothen squamifrons, around South Georgia and Shag Rocks, Southern Ocean. Antarctic Science, 26(3):239-249.",""
"884","","Hyporthodus nigritus","Serranidae","Warsaw grouper",2,"habitat_reef","FB","",""
"885","","Hyporthodus mystacinus","Serranidae","Misty grouper",2,"habitat_deep","FB","",""
